2.1 Organization Name,2.2 Project Name,2.4 ProjectType,2.5 Utilization Tracking Method (Invalid),2.6 Federal Grant Programs,5.8 Personal ID,5.9 Household ID,3.15 Relationship to HoH,3.16 Client Location,CaseMembers,3.10 Enroll Date,3.11 Exit Date,3.12 Exit Destination,3.2 Social Security Quality,3.3 Birthdate Quality,Age at Enrollment,Current Age,3.4 Race,3.5 Ethnicity,3.6 Gender,3.7 Veteran Status,3.8 Disabling Condition at Entry,3.917 Living Situation,3.917b Stayed Less Than 7 Nights,3.917 Stayed Less Than 90 Days,"3.917b Stayed in Streets, ES or SH Night Before",3.917 Length of Stay,3.917 Homeless Start Date,Length of Time Homeless (3.917 Approximate Start),3.917 Times Homeless Last 3 Years,3.917 Total Months Homeless Last 3 Years,V5 Last Permanent Address,V5 State,V5 Zip,Municipality (City or County),Days Enrolled in Project,RRH In Permanent Housing,RRH Date Of Move-In,Days Enrolled Until RRH Date of Move-in,4.1 Housing Status,4.4 Covered by Health Insurance,4.11 Domestic Violence,4.11 Domestic Violence - Currently Fleeing DV?,4.11 Domestic Violence - When it Occurred,4.13 Engagement Date,Days Enrolled Until Engagement Date,4.24 Current Status (Retired Data Element),4.24 In School (Retired Data Element),4.24 Connected to McKinney Vento Liason (Retired),Household Type,Latitude,Longitude,R1 Referral Source,R2 Date Status Determined,R2 Enroll Status,R2 Runaway Youth,R2 Reason Why No Services Funded,R3 Sexual Orientation,R4 Last Grade Completed,R5 School Status,R6 Employed Status,R6 Why Not Employed,R6 Type of Employment,R6 Looking for Work,R7 General Health Status,R8 Dental Health Status,R9 Mental Health Status,R10 Pregnancy Status,R10 Pregnancy Due Date,Client Record Restricted,InfoReleaseNo,Information Release Status,4.12 Contact Services,Date of Last Contact (Beta),Date of First Contact (Beta),Count of Bed Nights (Housing Check-ins),Date of Last ES Stay (Beta),Date of First ES Stay (Beta),4.2 Income Total at Entry,4.02 Total Income at Annual Update,4.2 Income Total at Exit,4.3 Non-Cash Benefit Count,4.3 Non-Cash Benefit Count at Exit,CurrentDate,Barrier Count at Entry,Chronic Homeless Status,ProgramType,SOAR Eligibility Determination (Most Recent),SOAR Enrollment Determination (Most Recent),RRH | Most Recent Enrollment,Street Outreach | Most Recent Enrollment,Coordinated Entry | Most Recent Enrollment,Emergency Shelter | Most Recent Enrollment,Transitional Housing | Most Recent Enrollment,PSH | Most Recent Enrollment,Prevention | Most Recent Enrollment,Under 25 Years Old,ClientID,4.10 Alcohol Abuse (Substance Abuse),4.07 Chronic Health Condition,4.06 Developmental Disability,4.10 Drug Abuse (Substance Abuse),4.08 HIV/AIDS,4.09 Mental Health Problem,4.05 Physical Disability,CaseChildren,CaseAdults,Bed Nights During Report Period,Count of Bed Nights - Entire Episode,HEN-HP Referral Most Recent,HEN-RRH Referral Most Recent,WorkSource Referral Most Recent,YAHP Referral Most Recent,4.04.10 Other Public,4.04.10 State Funded,4.04.11 Indian Health Services (IHS),4.04.12 Other,4.04.3 Combined Childrens HealthInsurance/Medicaid,4.04.3 Medicaid,4.04.4 Medicare,4.04.5 State Children's health Insurance S-CHIP,4.04.6 Veteran's Administration Medical Services,4.04.8 Health Insurance obtained through COBRA,4.04.7 Private - Employer,4.04.9 Private,4.04.9 Private - Individual,4.2.3a Earned Income,4.2.4b Unemployment Insurance,4.2.5c Supplemental Security Income,4.2.6d Social Security Disability  Income,4.2.7e VA Disability Compensation,4.2.8f VA Disability Pension,4.2.9g Private Disability Income,4.2.10h Workers Compensation,4.2.11i TANF,4.2.12j General Assistance,4.2.13k Retirement (Social Security),4.2.14l Pension from a Former Job,4.2.15m Child Support,4.2.16n Alimony,4.2.17o Other Income,Chronic Homeless Status_vHMISDatAssessment,Chronic Homeless Status_EvaluatevHMIS&HMISDA
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,83536,106085,Self,Spokane City & County CoC,5,10/8/2018 12:00 AM,6/14/2019 12:00 AM,"Rental by client, no ongoing housing subsidy",Full SSN,Full DOB Reported,40,42,Multi-Racial,Non-Hispanic/Latino,Female,No,Yes,Place not meant for habitation,,,,"90 days or more, but less than one year",12/7/2017 12:00 AM,554,Two times,More than 12 months,Full address reported,AZ,85303,,249,,,No Move-In Date,Category 1 - Homeless,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Looking for work,,,,,,,,True,500,Client may be seen by others,29,3/13/2019 12:00 AM,10/8/2018 12:00 AM,130,3/29/2019 12:00 AM,10/8/2018 12:00 AM,772,,1597.5,1,1,9/1/2020 12:20 PM,1,0,1,,,05/22/2019 - 07/03/2019: CC Partnership--RRH--Rehousing (CHG),,03/27/2019 - 04/02/2020: CC--CA-HFCA,10/08/2018 - 06/14/2019: FPS--ES--Open Doors,,,,No,1,,,,,,Mental Illness,,3,2,130,130,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,772,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,83539,106085,Daughter,,5,10/8/2018 12:00 AM,3/30/2019 12:00 AM,"Rental by client, no ongoing housing subsidy",Client Refused,Full DOB Reported,12,14,Multi-Racial,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,173,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,False,500,Client may be seen by others,1,10/8/2018 12:00 AM,10/8/2018 12:00 AM,173,3/30/2019 12:00 AM,10/8/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,05/22/2019 - 07/03/2019: CC Partnership--RRH--Rehousing (CHG),,03/27/2019 - 04/02/2020: CC--CA-HFCA,10/08/2018 - 03/30/2019: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,3,2,173,173,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,83538,106085,Daughter,,5,10/8/2018 12:00 AM,3/30/2019 12:00 AM,"Rental by client, no ongoing housing subsidy",Client Refused,Full DOB Reported,13,15,Multi-Racial,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,173,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,False,500,Client may be seen by others,2,11/20/2018 12:00 AM,10/8/2018 12:00 AM,172,3/30/2019 12:00 AM,10/8/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,05/22/2019 - 07/03/2019: CC Partnership--RRH--Rehousing (CHG),,03/27/2019 - 04/02/2020: CC--CA-HFCA,10/08/2018 - 03/30/2019: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,3,2,172,172,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,83537,106085,Son,,5,10/8/2018 12:00 AM,6/14/2019 12:00 AM,"Rental by client, other ongoing housing subsidy",Client Refused,Full DOB Reported,14,16,Multi-Racial,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,249,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,False,500,Client may be seen by others,1,10/8/2018 12:00 AM,10/8/2018 12:00 AM,10,12/20/2018 12:00 AM,10/10/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,05/22/2019 - 07/03/2019: CC Partnership--RRH--Rehousing (CHG),,03/27/2019 - 04/02/2020: CC--CA-HFCA,10/08/2018 - 06/14/2019: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,3,2,10,10,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,83549,106085,Significant Other (Non-Married),,5,10/8/2018 12:00 AM,3/30/2019 12:00 AM,"Rental by client, no ongoing housing subsidy",Full SSN,Full DOB Reported,36,38,Multi-Racial,Non-Hispanic/Latino,Male,No,No,Place not meant for habitation,,,,"90 days or more, but less than one year",12/7/2017 12:00 AM,478,Two times,More than 12 months,,,,,173,,,No Move-In Date,Category 1 - Homeless,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Looking for work,,,,,,,,False,500,Client may be seen by others,56,3/31/2019 12:00 AM,10/8/2018 12:00 AM,173,3/30/2019 12:00 AM,10/8/2018 12:00 AM,,,,0,1,9/1/2020 12:20 PM,0,0,1,,,05/22/2019 - 07/03/2019: CC Partnership--RRH--Rehousing (CHG),,03/27/2019 - 04/02/2020: CC--CA-HFCA,10/08/2018 - 03/30/2019: FPS--ES--Open Doors,,,,No,1,,,,,,,,3,2,173,173,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86824,106345,Self,Spokane City & County CoC,8,12/10/2018 12:00 AM,1/11/2019 12:00 AM,Client refused,Full SSN,Full DOB Reported,38,39,Black or African American,Non-Hispanic/Latino,Female,No,No,"Staying or living in a family member's room, apartment or house",,,,One year or longer,12/7/2018 12:00 AM,35,One time,One month (this time is the first month),Full address reported,WA,99201,,32,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household with Adults and Children,47.666071045215894,-117.44338670664606,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,1,12/10/2018 12:00 AM,12/10/2018 12:00 AM,1,12/10/2018 12:00 AM,12/10/2018 12:00 AM,4500,,4500,1,1,9/1/2020 12:20 PM,0,0,1,,,,,10/16/2018 - 12/31/2018: CC--CA-HFCA,12/10/2018 - 01/11/2019: FPS--ES--Open Doors,,,,No,1,,,,,,,,7,1,1,1,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86825,106345,Son,,8,12/10/2018 12:00 AM,1/11/2019 12:00 AM,Client refused,Client Refused,Full DOB Reported,11,13,Black or African American,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,32,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,1,12/10/2018 12:00 AM,12/10/2018 12:00 AM,0,,,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,10/16/2018 - 12/31/2018: CC--CA-HFCA,12/10/2018 - 01/11/2019: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,7,1,0,0,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86826,106345,Daughter,,8,12/10/2018 12:00 AM,1/11/2019 12:00 AM,Client refused,Client Refused,Full DOB Reported,7,9,Black or African American,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,32,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,1,12/10/2018 12:00 AM,12/10/2018 12:00 AM,1,12/10/2018 12:00 AM,12/10/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,10/16/2018 - 12/31/2018: CC--CA-HFCA,12/10/2018 - 01/11/2019: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,7,1,1,1,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86827,106345,Son,,8,12/10/2018 12:00 AM,1/11/2019 12:00 AM,Client refused,Client Refused,Full DOB Reported,4,6,Black or African American,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,32,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,1,12/10/2018 12:00 AM,12/10/2018 12:00 AM,1,12/10/2018 12:00 AM,12/10/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,10/16/2018 - 12/31/2018: CC--CA-HFCA,12/10/2018 - 01/11/2019: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,7,1,1,1,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86828,106345,Son,,8,12/10/2018 12:00 AM,1/11/2019 12:00 AM,Client refused,Client Refused,Full DOB Reported,0,2,Black or African American,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,32,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,1,12/10/2018 12:00 AM,12/10/2018 12:00 AM,1,12/10/2018 12:00 AM,12/10/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,10/16/2018 - 12/31/2018: CC--CA-HFCA,12/10/2018 - 01/11/2019: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,7,1,1,1,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86829,106345,Son,,8,12/10/2018 12:00 AM,1/11/2019 12:00 AM,Client refused,Client Refused,Full DOB Reported,3,4,Black or African American,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,32,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,1,12/10/2018 12:00 AM,12/10/2018 12:00 AM,1,12/10/2018 12:00 AM,12/10/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,10/16/2018 - 12/31/2018: CC--CA-HFCA,12/10/2018 - 01/11/2019: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,7,1,1,1,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,88147,106345,Daughter,,8,12/10/2018 12:00 AM,1/11/2019 12:00 AM,Client refused,Client doesn't know,Full DOB Reported,10,12,Black or African American,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,32,,,No Move-In Date,,Yes,,,,,No Engagement Date,Yes,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,1,12/10/2018 12:00 AM,12/10/2018 12:00 AM,0,,,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,,12/10/2018 - 01/11/2019: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,7,1,0,0,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,88148,106345,Daughter,,8,12/10/2018 12:00 AM,1/11/2019 12:00 AM,Client refused,Client doesn't know,Full DOB Reported,9,11,Black or African American,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,32,,,No Move-In Date,,Yes,,,,,No Engagement Date,Yes,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,1,12/10/2018 12:00 AM,12/10/2018 12:00 AM,0,,,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,,12/10/2018 - 01/11/2019: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,7,1,0,0,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,36456,106346,Self,Spokane City & County CoC,3,10/3/2018 12:00 AM,1/16/2019 12:00 AM,No exit interview completed,Full SSN,Full DOB Reported,36,37,White,Non-Hispanic/Latino,Male,No,No,"Rental by client, no ongoing housing subsidy",,,,Data not collected,8/8/2018 12:00 AM,161,One time,2,Full address reported,WA,99216,Spokane Valley,105,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,10/5/2018 12:00 AM,2,,,,Household with Adults and Children,47.693982905226235,-117.22918471391622,,,,,,,,,No,Looking for work,,,,,,,,True,500,Client may be seen by others,27,1/6/2019 12:00 AM,10/3/2018 12:00 AM,80,1/14/2019 12:00 AM,10/16/2018 12:00 AM,459,,,1,1,9/1/2020 12:20 PM,2,0,1,,,08/28/2019 - 10/30/2019: CC--RRH--WA0288--Rapid Rehousing,,08/21/2019 - Current: CC--CA-HFCA,07/05/2019 - 10/16/2019: FPS--ES--Open Doors,,,,No,1,,,Developmental Disability,,,Mental Illness,,1,2,80,80,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,33942,106346,Significant Other (Non-Married),,3,10/3/2018 12:00 AM,1/16/2019 12:00 AM,No exit interview completed,Full SSN,Full DOB Reported,40,42,White,Non-Hispanic/Latino,Female,No,No,"Rental by client, with other ongoing housing subsidy",,,,Data not collected,8/8/2018 12:00 AM,161,One time,2,,,,,105,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,10/5/2018 12:00 AM,2,,,,Household with Adults and Children,,,,,,,,,,,No,Looking for work,,,,,,,,True,500,Client may be seen by others,44,1/14/2019 12:00 AM,10/3/2018 12:00 AM,81,1/14/2019 12:00 AM,10/16/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,1,0,1,,,08/28/2019 - 10/30/2019: CC--RRH--WA0288--Rapid Rehousing,,08/21/2019 - Current: CC--CA-HFCA,07/25/2019 - 10/16/2019: FPS--ES--Open Doors,,,,No,1,,,,,,Mental Illness,,1,2,81,81,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,45707,106346,Son,,3,10/3/2018 12:00 AM,1/16/2019 12:00 AM,No exit interview completed,Client Refused,Full DOB Reported,5,7,White,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,105,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,5,12/16/2018 12:00 AM,10/3/2018 12:00 AM,81,1/14/2019 12:00 AM,10/16/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,08/28/2019 - 10/30/2019: CC--RRH--WA0288--Rapid Rehousing,,08/21/2019 - Current: CC--CA-HFCA,07/05/2019 - 10/16/2019: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,1,2,81,81,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,86858,106347,Son,,3,10/12/2018 12:00 AM,10/29/2018 12:00 AM,No exit interview completed,Client Refused,Full DOB Reported,1,3,Multi-Racial,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,17,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,True,500,Client may be seen by others,1,10/12/2018 12:00 AM,10/12/2018 12:00 AM,2,10/13/2018 12:00 AM,10/12/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,,10/12/2018 - 10/29/2018: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,1,2,2,2,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,68276,106347,Self,Spokane City & County CoC,3,10/12/2018 12:00 AM,10/29/2018 12:00 AM,No exit interview completed,Full SSN,Full DOB Reported,36,38,White,Non-Hispanic/Latino,Male,No,Yes,"Rental by client, no ongoing housing subsidy",,,,"90 days or more, but less than one year",8/1/2018 12:00 AM,89,One time,2,,,,,17,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,10/18/2018 12:00 AM,6,,,,Household with Adults and Children,,,,,,,,,,,No,Looking for work,,,,,,,,True,500,Client may be seen by others,2,10/22/2018 12:00 AM,10/12/2018 12:00 AM,2,10/13/2018 12:00 AM,10/12/2018 12:00 AM,,,1380,1,1,9/1/2020 12:20 PM,2,0,1,,,,,,10/12/2018 - 10/29/2018: FPS--ES--Open Doors,,,,No,1,,,,,,Mental Illness,Physical Disability,1,2,2,2,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,68277,106347,Significant Other (Non-Married),,3,10/12/2018 12:00 AM,10/29/2018 12:00 AM,No exit interview completed,Client Refused,Full DOB Reported,26,28,Multi-Racial,Non-Hispanic/Latino,Female,No,No,"Rental by client, no ongoing housing subsidy",,,,"90 days or more, but less than one year",8/1/2018 12:00 AM,89,One time,2,,,,,17,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,10/18/2018 12:00 AM,6,,,,Household with Adults and Children,,,,,,,,,,,No,Looking for work,,,,,,,,True,500,Client may be seen by others,1,10/12/2018 12:00 AM,10/12/2018 12:00 AM,2,10/13/2018 12:00 AM,10/12/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,08/17/2016 - 06/01/2017: CC--CA-HFCA,10/12/2018 - 10/29/2018: FPS--ES--Open Doors,,,,No,1,,,,,,,,1,2,2,2,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,76956,106460,Self,Spokane City & County CoC,4,10/9/2018 12:00 AM,8/14/2019 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,37,39,White,Non-Hispanic/Latino,Female,No,Yes,Place not meant for habitation,,,,"90 days or more, but less than one year",10/10/2014 12:00 AM,1769,Four or more times,4,Client refused,,,,309,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Not looking for work,,,,,,,,True,500,Client may be seen by others,114,6/25/2019 12:00 AM,10/9/2018 12:00 AM,208,6/26/2019 12:00 AM,10/10/2018 12:00 AM,,,,1,1,9/1/2020 12:20 PM,2,1,1,,,,,03/06/2019 - 08/12/2019: CC--CA-HFCA,10/09/2018 - 08/14/2019: FPS--ES--Open Doors,,,,No,1,,,,Drug Abuse,,Mental Illness,,2,2,208,208,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,76957,106460,Spouse,,4,10/9/2018 12:00 AM,8/14/2019 12:00 AM,"Staying or living with friends, temporary tenure (e.g., room, apartment or house)",Full SSN,Full DOB Reported,40,42,White,Non-Hispanic/Latino,Male,No,Yes,Place not meant for habitation,,,,"90 days or more, but less than one year",10/10/2014 12:00 AM,1769,Four or more times,More than 12 months,,,,,309,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Looking for work,,,,,,,,False,500,Client may be seen by others,35,6/24/2019 12:00 AM,10/9/2018 12:00 AM,150,6/26/2019 12:00 AM,10/10/2018 12:00 AM,,,,1,1,9/1/2020 12:20 PM,1,1,1,,,,,03/06/2019 - 08/12/2019: CC--CA-HFCA,10/09/2018 - 08/14/2019: FPS--ES--Open Doors,,,,No,1,,,,Drug Abuse,,,,2,2,150,150,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,76958,106460,Daughter,,4,10/9/2018 12:00 AM,8/14/2019 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,5,7,White,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,309,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,False,500,Client may be seen by others,7,3/9/2019 12:00 AM,10/9/2018 12:00 AM,210,6/26/2019 12:00 AM,10/10/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,2,0,1,,,,,03/06/2019 - 08/12/2019: CC--CA-HFCA,10/09/2018 - 08/14/2019: FPS--ES--Open Doors,,,,Yes,1,,,Developmental Disability,,,Mental Illness,,2,2,210,210,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,76959,106460,Son,,4,10/9/2018 12:00 AM,8/14/2019 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,1,3,White,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,309,,,No Move-In Date,Category 1 - Homeless,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,No,Unable to work,,,,,,,,False,500,Client may be seen by others,4,3/7/2019 12:00 AM,10/9/2018 12:00 AM,210,6/26/2019 12:00 AM,10/10/2018 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,03/06/2019 - 08/12/2019: CC--CA-HFCA,10/09/2018 - 08/14/2019: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,2,2,210,210,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
